province,organism,antibiotic,specimen,sector,year,n_tested,percent_resistant
Mpumalanga,Pseudomonas aeruginosa,Ceftriaxone,Urine,Public,2022,114,28.4
Mpumalanga,Pseudomonas aeruginosa,Ceftriaxone,Urine,Public,2023,217,28.7
Mpumalanga,Pseudomonas aeruginosa,Ceftriaxone,Urine,Public,2024,449,30.7
Mpumalanga,Pseudomonas aeruginosa,Ceftriaxone,Wound,Public,2022,127,28.7
Mpumalanga,Pseudomonas aeruginosa,Ceftriaxone,Wound,Public,2023,280,29.2
Mpumalanga,Pseudomonas aeruginosa,Ceftriaxone,Wound,Public,2024,344,31.3
Mpumalanga,Pseudomonas aeruginosa,Ciprofloxacin,Blood,Public,2022,374,32.4
Mpumalanga,Pseudomonas aeruginosa,Ciprofloxacin,Blood,Public,2023,263,35.3
Mpumalanga,Pseudomonas aeruginosa,Ciprofloxacin,Blood,Public,2024,227,36.3
Mpumalanga,Pseudomonas aeruginosa,Ciprofloxacin,Respiratory,Public,2022,376,33.7
Mpumalanga,Pseudomonas aeruginosa,Ciprofloxacin,Respiratory,Public,2023,186,35.3
Mpumalanga,Pseudomonas aeruginosa,Ciprofloxacin,Respiratory,Public,2024,102,37.5
Mpumalanga,Pseudomonas aeruginosa,Ciprofloxacin,Urine,Public,2022,199,32.5
Mpumalanga,Pseudomonas aeruginosa,Ciprofloxacin,Urine,Public,2023,290,35.8
Mpumalanga,Pseudomonas aeruginosa,Ciprofloxacin,Urine,Public,2024,242,35.9
Mpumalanga,Pseudomonas aeruginosa,Ciprofloxacin,Wound,Public,2022,252,34.6
Mpumalanga,Pseudomonas aeruginosa,Ciprofloxacin,Wound,Public,2023,408,35.2
Mpumalanga,Pseudomonas aeruginosa,Ciprofloxacin,Wound,Public,2024,254,36.7
Mpumalanga,Pseudomonas aeruginosa,Meropenem,Blood,Public,2022,150,19.8
Mpumalanga,Pseudomonas aeruginosa,Meropenem,Blood,Public,2023,223,22.3
Mpumalanga,Pseudomonas aeruginosa,Meropenem,Blood,Public,2024,415,21.3
Mpumalanga,Pseudomonas aeruginosa,Meropenem,Respiratory,Public,2022,432,20.5
Mpumalanga,Pseudomonas aeruginosa,Meropenem,Respiratory,Public,2023,422,22.8
Mpumalanga,Pseudomonas aeruginosa,Meropenem,Respiratory,Public,2024,209,23.0
Mpumalanga,Pseudomonas aeruginosa,Meropenem,Urine,Public,2023,226,22.8
Mpumalanga,Pseudomonas aeruginosa,Meropenem,Urine,Public,2024,261,22.5
Mpumalanga,Pseudomonas aeruginosa,Meropenem,Wound,Public,2022,348,21.0
Mpumalanga,Pseudomonas aeruginosa,Meropenem,Wound,Public,2023,339,21.5
Mpumalanga,Pseudomonas aeruginosa,Meropenem,Wound,Public,2024,341,22.5
Mpumalanga,Pseudomonas aeruginosa,Piperacillin-tazobactam,Blood,Public,2022,226,29.2
Mpumalanga,Pseudomonas aeruginosa,Piperacillin-tazobactam,Blood,Public,2023,66,31.0
Mpumalanga,Pseudomonas aeruginosa,Piperacillin-tazobactam,Blood,Public,2024,258,30.3
Mpumalanga,Pseudomonas aeruginosa,Piperacillin-tazobactam,Respiratory,Public,2022,282,29.6
Mpumalanga,Pseudomonas aeruginosa,Piperacillin-tazobactam,Respiratory,Public,2024,99,32.9
Mpumalanga,Pseudomonas aeruginosa,Piperacillin-tazobactam,Urine,Public,2022,431,30.7
Mpumalanga,Pseudomonas aeruginosa,Piperacillin-tazobactam,Urine,Public,2023,184,32.1
Mpumalanga,Pseudomonas aeruginosa,Piperacillin-tazobactam,Urine,Public,2024,146,32.1
Mpumalanga,Pseudomonas aeruginosa,Piperacillin-tazobactam,Wound,Public,2022,146,31.0
Mpumalanga,Pseudomonas aeruginosa,Piperacillin-tazobactam,Wound,Public,2023,214,30.3
Mpumalanga,Pseudomonas aeruginosa,Piperacillin-tazobactam,Wound,Public,2024,134,31.7
Mpumalanga,Staphylococcus aureus,Amoxicillin-clavulanate,Blood,Public,2022,213,21.4
Mpumalanga,Staphylococcus aureus,Amoxicillin-clavulanate,Blood,Public,2023,423,21.5
Mpumalanga,Staphylococcus aureus,Amoxicillin-clavulanate,Blood,Public,2024,235,22.8
Mpumalanga,Staphylococcus aureus,Amoxicillin-clavulanate,Respiratory,Public,2022,155,24.3
Mpumalanga,Staphylococcus aureus,Amoxicillin-clavulanate,Respiratory,Public,2023,281,25.3
Mpumalanga,Staphylococcus aureus,Amoxicillin-clavulanate,Respiratory,Public,2024,437,25.6
Mpumalanga,Staphylococcus aureus,Amoxicillin-clavulanate,Urine,Public,2022,406,23.4
Mpumalanga,Staphylococcus aureus,Amoxicillin-clavulanate,Urine,Public,2023,439,24.8
Mpumalanga,Staphylococcus aureus,Amoxicillin-clavulanate,Urine,Public,2024,149,24.1
Mpumalanga,Staphylococcus aureus,Amoxicillin-clavulanate,Wound,Public,2022,229,23.6
Mpumalanga,Staphylococcus aureus,Amoxicillin-clavulanate,Wound,Public,2023,296,24.6
Mpumalanga,Staphylococcus aureus,Amoxicillin-clavulanate,Wound,Public,2024,267,24.6
Mpumalanga,Staphylococcus aureus,Ceftriaxone,Blood,Public,2022,103,18.2
Mpumalanga,Staphylococcus aureus,Ceftriaxone,Blood,Public,2023,187,17.7
Mpumalanga,Staphylococcus aureus,Ceftriaxone,Blood,Public,2024,241,20.4
Mpumalanga,Staphylococcus aureus,Ceftriaxone,Respiratory,Public,2022,321,19.2
Mpumalanga,Staphylococcus aureus,Ceftriaxone,Respiratory,Public,2023,345,21.7
Mpumalanga,Staphylococcus aureus,Ceftriaxone,Respiratory,Public,2024,354,22.2
Mpumalanga,Staphylococcus aureus,Ceftriaxone,Urine,Public,2022,373,17.9
Mpumalanga,Staphylococcus aureus,Ceftriaxone,Urine,Public,2023,390,18.5
Mpumalanga,Staphylococcus aureus,Ceftriaxone,Wound,Public,2022,229,20.8
Mpumalanga,Staphylococcus aureus,Ceftriaxone,Wound,Public,2023,280,21.8
Mpumalanga,Staphylococcus aureus,Ciprofloxacin,Blood,Public,2022,95,23.9
Mpumalanga,Staphylococcus aureus,Ciprofloxacin,Blood,Public,2023,269,24.9
Mpumalanga,Staphylococcus aureus,Ciprofloxacin,Respiratory,Public,2022,78,24.7
Mpumalanga,Staphylococcus aureus,Ciprofloxacin,Respiratory,Public,2024,334,27.5
Mpumalanga,Staphylococcus aureus,Ciprofloxacin,Urine,Public,2022,183,24.3
Mpumalanga,Staphylococcus aureus,Ciprofloxacin,Urine,Public,2023,138,24.2
Mpumalanga,Staphylococcus aureus,Ciprofloxacin,Urine,Public,2024,253,26.6
Mpumalanga,Staphylococcus aureus,Ciprofloxacin,Wound,Public,2022,366,23.1
Mpumalanga,Staphylococcus aureus,Ciprofloxacin,Wound,Public,2023,265,25.3
Mpumalanga,Staphylococcus aureus,Ciprofloxacin,Wound,Public,2024,414,26.5
Mpumalanga,Staphylococcus aureus,Meropenem,Blood,Public,2022,161,10.3
Mpumalanga,Staphylococcus aureus,Meropenem,Blood,Public,2023,279,10.8
Mpumalanga,Staphylococcus aureus,Meropenem,Blood,Public,2024,420,11.6
Mpumalanga,Staphylococcus aureus,Meropenem,Respiratory,Public,2022,387,12.0
Mpumalanga,Staphylococcus aureus,Meropenem,Respiratory,Public,2023,258,12.4
Mpumalanga,Staphylococcus aureus,Meropenem,Respiratory,Public,2024,360,14.2
Mpumalanga,Staphylococcus aureus,Meropenem,Urine,Public,2022,202,10.1
Mpumalanga,Staphylococcus aureus,Meropenem,Urine,Public,2023,92,12.7
Mpumalanga,Staphylococcus aureus,Meropenem,Urine,Public,2024,334,13.1
Mpumalanga,Staphylococcus aureus,Meropenem,Wound,Public,2023,118,11.5
Mpumalanga,Staphylococcus aureus,Meropenem,Wound,Public,2024,310,12.7
Mpumalanga,Staphylococcus aureus,Piperacillin-tazobactam,Blood,Public,2022,251,18.1
Mpumalanga,Staphylococcus aureus,Piperacillin-tazobactam,Blood,Public,2023,407,19.6
Mpumalanga,Staphylococcus aureus,Piperacillin-tazobactam,Blood,Public,2024,316,21.2
Mpumalanga,Staphylococcus aureus,Piperacillin-tazobactam,Respiratory,Public,2022,238,21.0
Mpumalanga,Staphylococcus aureus,Piperacillin-tazobactam,Respiratory,Public,2023,284,21.8
Mpumalanga,Staphylococcus aureus,Piperacillin-tazobactam,Respiratory,Public,2024,291,23.6
Mpumalanga,Staphylococcus aureus,Piperacillin-tazobactam,Urine,Public,2022,72,18.9
Mpumalanga,Staphylococcus aureus,Piperacillin-tazobactam,Urine,Public,2024,103,21.7
Mpumalanga,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2022,433,19.3
Mpumalanga,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2023,219,20.3
Mpumalanga,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2024,165,21.9
North West,E. coli,Amoxicillin-clavulanate,Blood,Public,2022,112,23.2
North West,E. coli,Amoxicillin-clavulanate,Blood,Public,2023,394,23.4
North West,E. coli,Amoxicillin-clavulanate,Respiratory,Public,2023,372,25.8
North West,E. coli,Amoxicillin-clavulanate,Respiratory,Public,2024,144,26.1
North West,E. coli,Amoxicillin-clavulanate,Urine,Public,2023,238,23.5
North West,E. coli,Amoxicillin-clavulanate,Urine,Public,2024,104,25.8
North West,E. coli,Amoxicillin-clavulanate,Wound,Public,2023,181,25.0
North West,E. coli,Ceftriaxone,Blood,Public,2022,390,18.3
North West,E. coli,Ceftriaxone,Blood,Public,2023,148,20.0
North West,E. coli,Ceftriaxone,Blood,Public,2024,310,19.9
North West,E. coli,Ceftriaxone,Respiratory,Public,2022,269,20.1
North West,E. coli,Ceftriaxone,Respiratory,Public,2023,272,21.2
North West,E. coli,Ceftriaxone,Respiratory,Public,2024,287,22.3
North West,E. coli,Ceftriaxone,Urine,Public,2022,155,18.1
North West,E. coli,Ceftriaxone,Urine,Public,2023,290,19.1
North West,E. coli,Ceftriaxone,Urine,Public,2024,243,21.0
North West,E. coli,Ceftriaxone,Wound,Public,2022,308,20.5
North West,E. coli,Ceftriaxone,Wound,Public,2023,256,19.1
North West,E. coli,Ceftriaxone,Wound,Public,2024,318,22.6
North West,E. coli,Ciprofloxacin,Blood,Public,2022,294,22.2
North West,E. coli,Ciprofloxacin,Blood,Public,2023,404,24.0
North West,E. coli,Ciprofloxacin,Blood,Public,2024,212,25.3
North West,E. coli,Ciprofloxacin,Respiratory,Public,2022,354,25.0
North West,E. coli,Ciprofloxacin,Respiratory,Public,2023,155,25.3
North West,E. coli,Ciprofloxacin,Respiratory,Public,2024,335,26.6
North West,E. coli,Ciprofloxacin,Urine,Public,2022,362,24.9
North West,E. coli,Ciprofloxacin,Urine,Public,2023,128,23.4
North West,E. coli,Ciprofloxacin,Urine,Public,2024,182,25.1
North West,E. coli,Ciprofloxacin,Wound,Public,2022,153,23.6
North West,E. coli,Ciprofloxacin,Wound,Public,2023,132,24.8
North West,E. coli,Ciprofloxacin,Wound,Public,2024,274,26.2
North West,E. coli,Meropenem,Blood,Public,2022,165,10.0
North West,E. coli,Meropenem,Blood,Public,2023,90,11.6
North West,E. coli,Meropenem,Blood,Public,2024,332,11.9
North West,E. coli,Meropenem,Respiratory,Public,2022,270,13.1
North West,E. coli,Meropenem,Respiratory,Public,2023,201,13.9
North West,E. coli,Meropenem,Respiratory,Public,2024,124,14.8
North West,E. coli,Meropenem,Urine,Public,2022,335,10.0
North West,E. coli,Meropenem,Urine,Public,2023,420,10.7
North West,E. coli,Meropenem,Urine,Public,2024,353,12.1
North West,E. coli,Meropenem,Wound,Public,2022,323,10.5
North West,E. coli,Piperacillin-tazobactam,Blood,Public,2022,102,18.7
North West,E. coli,Piperacillin-tazobactam,Blood,Public,2023,449,19.9
North West,E. coli,Piperacillin-tazobactam,Blood,Public,2024,76,19.8
North West,E. coli,Piperacillin-tazobactam,Respiratory,Public,2022,447,20.8
North West,E. coli,Piperacillin-tazobactam,Respiratory,Public,2023,428,20.3
North West,E. coli,Piperacillin-tazobactam,Respiratory,Public,2024,171,22.5
North West,E. coli,Piperacillin-tazobactam,Urine,Public,2022,335,19.0
North West,E. coli,Piperacillin-tazobactam,Urine,Public,2023,294,20.1
North West,E. coli,Piperacillin-tazobactam,Urine,Public,2024,313,21.9
North West,E. coli,Piperacillin-tazobactam,Wound,Public,2022,117,20.3
North West,E. coli,Piperacillin-tazobactam,Wound,Public,2023,197,21.4
North West,E. coli,Piperacillin-tazobactam,Wound,Public,2024,247,23.0
North West,Klebsiella pneumoniae,Amoxicillin-clavulanate,Blood,Public,2022,431,30.1
North West,Klebsiella pneumoniae,Amoxicillin-clavulanate,Blood,Public,2023,179,31.3
North West,Klebsiella pneumoniae,Amoxicillin-clavulanate,Blood,Public,2024,106,31.5
North West,Klebsiella pneumoniae,Amoxicillin-clavulanate,Respiratory,Public,2022,276,33.1
North West,Klebsiella pneumoniae,Amoxicillin-clavulanate,Respiratory,Public,2023,304,33.3
North West,Klebsiella pneumoniae,Amoxicillin-clavulanate,Respiratory,Public,2024,256,32.4
North West,Klebsiella pneumoniae,Amoxicillin-clavulanate,Urine,Public,2022,60,31.3
North West,Klebsiella pneumoniae,Amoxicillin-clavulanate,Urine,Public,2023,99,30.8
North West,Klebsiella pneumoniae,Amoxicillin-clavulanate,Urine,Public,2024,175,31.6
North West,Klebsiella pneumoniae,Amoxicillin-clavulanate,Wound,Public,2022,287,31.2
North West,Klebsiella pneumoniae,Amoxicillin-clavulanate,Wound,Public,2023,416,30.7
North West,Klebsiella pneumoniae,Amoxicillin-clavulanate,Wound,Public,2024,121,32.7
North West,Klebsiella pneumoniae,Ceftriaxone,Blood,Public,2022,61,25.2
North West,Klebsiella pneumoniae,Ceftriaxone,Blood,Public,2023,435,27.8
North West,Klebsiella pneumoniae,Ceftriaxone,Blood,Public,2024,294,26.5
North West,Klebsiella pneumoniae,Ceftriaxone,Respiratory,Public,2022,355,27.2
North West,Klebsiella pneumoniae,Ceftriaxone,Respiratory,Public,2024,409,30.6
North West,Klebsiella pneumoniae,Ceftriaxone,Urine,Public,2023,92,27.3
North West,Klebsiella pneumoniae,Ceftriaxone,Urine,Public,2024,263,29.6
North West,Klebsiella pneumoniae,Ceftriaxone,Wound,Public,2022,279,26.3
North West,Klebsiella pneumoniae,Ceftriaxone,Wound,Public,2023,313,29.2
North West,Klebsiella pneumoniae,Ciprofloxacin,Blood,Public,2023,424,30.9
North West,Klebsiella pneumoniae,Ciprofloxacin,Blood,Public,2024,186,32.2
North West,Klebsiella pneumoniae,Ciprofloxacin,Respiratory,Public,2022,443,32.4
North West,Klebsiella pneumoniae,Ciprofloxacin,Respiratory,Public,2023,248,33.0
North West,Klebsiella pneumoniae,Ciprofloxacin,Respiratory,Public,2024,309,34.5
North West,Klebsiella pneumoniae,Ciprofloxacin,Urine,Public,2022,406,32.5
North West,Klebsiella pneumoniae,Ciprofloxacin,Urine,Public,2023,132,32.4
North West,Klebsiella pneumoniae,Ciprofloxacin,Urine,Public,2024,197,33.9
North West,Klebsiella pneumoniae,Ciprofloxacin,Wound,Public,2022,252,32.6
North West,Klebsiella pneumoniae,Ciprofloxacin,Wound,Public,2023,384,33.0
North West,Klebsiella pneumoniae,Ciprofloxacin,Wound,Public,2024,107,35.1
North West,Klebsiella pneumoniae,Meropenem,Blood,Public,2022,112,16.5
North West,Klebsiella pneumoniae,Meropenem,Blood,Public,2023,248,17.5
North West,Klebsiella pneumoniae,Meropenem,Blood,Public,2024,130,20.8
North West,Klebsiella pneumoniae,Meropenem,Respiratory,Public,2022,381,20.4
North West,Klebsiella pneumoniae,Meropenem,Respiratory,Public,2023,270,21.4
North West,Klebsiella pneumoniae,Meropenem,Respiratory,Public,2024,286,22.0
North West,Klebsiella pneumoniae,Meropenem,Urine,Public,2022,445,18.3
North West,Klebsiella pneumoniae,Meropenem,Urine,Public,2023,388,20.8
North West,Klebsiella pneumoniae,Meropenem,Urine,Public,2024,133,22.2
North West,Klebsiella pneumoniae,Meropenem,Wound,Public,2022,348,17.9
North West,Klebsiella pneumoniae,Meropenem,Wound,Public,2023,392,18.7
North West,Klebsiella pneumoniae,Meropenem,Wound,Public,2024,239,20.2
North West,Klebsiella pneumoniae,Piperacillin-tazobactam,Blood,Public,2022,83,27.5
North West,Klebsiella pneumoniae,Piperacillin-tazobactam,Blood,Public,2023,295,26.5
North West,Klebsiella pneumoniae,Piperacillin-tazobactam,Blood,Public,2024,140,27.2
North West,Klebsiella pneumoniae,Piperacillin-tazobactam,Respiratory,Public,2022,250,27.9
North West,Klebsiella pneumoniae,Piperacillin-tazobactam,Respiratory,Public,2023,392,30.2
North West,Klebsiella pneumoniae,Piperacillin-tazobactam,Respiratory,Public,2024,262,29.7
North West,Klebsiella pneumoniae,Piperacillin-tazobactam,Urine,Public,2022,60,27.5
North West,Klebsiella pneumoniae,Piperacillin-tazobactam,Wound,Public,2022,392,29.4
North West,Klebsiella pneumoniae,Piperacillin-tazobactam,Wound,Public,2023,200,28.6
North West,Klebsiella pneumoniae,Piperacillin-tazobactam,Wound,Public,2024,244,29.0
North West,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Blood,Public,2022,139,29.1
North West,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Blood,Public,2024,450,29.9
North West,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Respiratory,Public,2022,371,29.5
North West,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Respiratory,Public,2023,401,29.4
North West,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Respiratory,Public,2024,439,32.4
North West,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Urine,Public,2022,408,29.7
North West,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Urine,Public,2023,218,30.1
North West,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Urine,Public,2024,433,31.3
North West,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Wound,Public,2022,182,30.5
North West,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Wound,Public,2023,104,28.9
North West,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Wound,Public,2024,119,32.5
North West,Pseudomonas aeruginosa,Ceftriaxone,Blood,Public,2022,320,23.7
North West,Pseudomonas aeruginosa,Ceftriaxone,Blood,Public,2023,260,23.8
North West,Pseudomonas aeruginosa,Ceftriaxone,Blood,Public,2024,87,25.1
North West,Pseudomonas aeruginosa,Ceftriaxone,Respiratory,Public,2022,351,24.6
North West,Pseudomonas aeruginosa,Ceftriaxone,Respiratory,Public,2023,339,26.4
North West,Pseudomonas aeruginosa,Ceftriaxone,Respiratory,Public,2024,450,28.2
North West,Pseudomonas aeruginosa,Ceftriaxone,Urine,Public,2022,182,25.5
North West,Pseudomonas aeruginosa,Ceftriaxone,Urine,Public,2023,117,25.7
North West,Pseudomonas aeruginosa,Ceftriaxone,Urine,Public,2024,386,25.9
North West,Pseudomonas aeruginosa,Ceftriaxone,Wound,Public,2022,330,25.5
North West,Pseudomonas aeruginosa,Ceftriaxone,Wound,Public,2024,222,28.6
North West,Pseudomonas aeruginosa,Ciprofloxacin,Blood,Public,2022,104,29.8
North West,Pseudomonas aeruginosa,Ciprofloxacin,Blood,Public,2023,131,30.9
North West,Pseudomonas aeruginosa,Ciprofloxacin,Blood,Public,2024,361,31.4
North West,Pseudomonas aeruginosa,Ciprofloxacin,Respiratory,Public,2022,413,30.0
North West,Pseudomonas aeruginosa,Ciprofloxacin,Respiratory,Public,2024,165,33.8
North West,Pseudomonas aeruginosa,Ciprofloxacin,Urine,Public,2022,239,30.4
North West,Pseudomonas aeruginosa,Ciprofloxacin,Urine,Public,2023,221,32.1
North West,Pseudomonas aeruginosa,Ciprofloxacin,Urine,Public,2024,186,32.6
North West,Pseudomonas aeruginosa,Ciprofloxacin,Wound,Public,2022,103,29.5
North West,Pseudomonas aeruginosa,Ciprofloxacin,Wound,Public,2023,367,30.4
North West,Pseudomonas aeruginosa,Ciprofloxacin,Wound,Public,2024,371,32.5
North West,Pseudomonas aeruginosa,Meropenem,Blood,Public,2022,66,14.7
North West,Pseudomonas aeruginosa,Meropenem,Blood,Public,2023,419,17.3
North West,Pseudomonas aeruginosa,Meropenem,Blood,Public,2024,314,16.2
North West,Pseudomonas aeruginosa,Meropenem,Respiratory,Public,2022,279,17.2
North West,Pseudomonas aeruginosa,Meropenem,Respiratory,Public,2023,92,18.0
North West,Pseudomonas aeruginosa,Meropenem,Respiratory,Public,2024,355,19.0
North West,Pseudomonas aeruginosa,Meropenem,Urine,Public,2022,327,18.0
North West,Pseudomonas aeruginosa,Meropenem,Urine,Public,2023,429,17.7
North West,Pseudomonas aeruginosa,Meropenem,Urine,Public,2024,250,18.0
North West,Pseudomonas aeruginosa,Meropenem,Wound,Public,2022,197,16.1
North West,Pseudomonas aeruginosa,Meropenem,Wound,Public,2023,120,18.9
North West,Pseudomonas aeruginosa,Meropenem,Wound,Public,2024,75,20.0
North West,Pseudomonas aeruginosa,Piperacillin-tazobactam,Blood,Public,2022,97,24.6
North West,Pseudomonas aeruginosa,Piperacillin-tazobactam,Blood,Public,2024,170,25.2
North West,Pseudomonas aeruginosa,Piperacillin-tazobactam,Respiratory,Public,2022,138,26.8
North West,Pseudomonas aeruginosa,Piperacillin-tazobactam,Respiratory,Public,2023,218,27.0
North West,Pseudomonas aeruginosa,Piperacillin-tazobactam,Respiratory,Public,2024,164,27.4
North West,Pseudomonas aeruginosa,Piperacillin-tazobactam,Urine,Public,2022,90,24.3
North West,Pseudomonas aeruginosa,Piperacillin-tazobactam,Urine,Public,2023,263,28.0
North West,Pseudomonas aeruginosa,Piperacillin-tazobactam,Urine,Public,2024,381,27.7
North West,Pseudomonas aeruginosa,Piperacillin-tazobactam,Wound,Public,2022,272,26.8
North West,Pseudomonas aeruginosa,Piperacillin-tazobactam,Wound,Public,2023,265,27.0
North West,Pseudomonas aeruginosa,Piperacillin-tazobactam,Wound,Public,2024,334,26.9
North West,Staphylococcus aureus,Amoxicillin-clavulanate,Blood,Public,2022,396,16.2
North West,Staphylococcus aureus,Amoxicillin-clavulanate,Blood,Public,2023,437,18.3
North West,Staphylococcus aureus,Amoxicillin-clavulanate,Blood,Public,2024,113,20.4
North West,Staphylococcus aureus,Amoxicillin-clavulanate,Respiratory,Public,2022,250,19.4
North West,Staphylococcus aureus,Amoxicillin-clavulanate,Respiratory,Public,2023,442,20.6
North West,Staphylococcus aureus,Amoxicillin-clavulanate,Respiratory,Public,2024,108,20.4
North West,Staphylococcus aureus,Amoxicillin-clavulanate,Urine,Public,2022,181,17.8
North West,Staphylococcus aureus,Amoxicillin-clavulanate,Urine,Public,2023,90,19.4
North West,Staphylococcus aureus,Amoxicillin-clavulanate,Urine,Public,2024,132,22.1
North West,Staphylococcus aureus,Amoxicillin-clavulanate,Wound,Public,2022,107,19.8
North West,Staphylococcus aureus,Amoxicillin-clavulanate,Wound,Public,2024,326,22.4
North West,Staphylococcus aureus,Ceftriaxone,Blood,Public,2022,425,13.8
North West,Staphylococcus aureus,Ceftriaxone,Blood,Public,2023,274,15.4
North West,Staphylococcus aureus,Ceftriaxone,Blood,Public,2024,187,14.9
North West,Staphylococcus aureus,Ceftriaxone,Respiratory,Public,2022,298,14.4
North West,Staphylococcus aureus,Ceftriaxone,Respiratory,Public,2023,219,17.8
North West,Staphylococcus aureus,Ceftriaxone,Urine,Public,2022,428,14.4
North West,Staphylococcus aureus,Ceftriaxone,Urine,Public,2023,99,15.1
North West,Staphylococcus aureus,Ceftriaxone,Urine,Public,2024,121,16.9
North West,Staphylococcus aureus,Ceftriaxone,Wound,Public,2023,324,15.2
North West,Staphylococcus aureus,Ceftriaxone,Wound,Public,2024,265,18.6
North West,Staphylococcus aureus,Ciprofloxacin,Blood,Public,2022,314,19.1
North West,Staphylococcus aureus,Ciprofloxacin,Blood,Public,2023,244,19.6
North West,Staphylococcus aureus,Ciprofloxacin,Blood,Public,2024,350,19.4
North West,Staphylococcus aureus,Ciprofloxacin,Respiratory,Public,2022,301,19.9
North West,Staphylococcus aureus,Ciprofloxacin,Respiratory,Public,2023,136,21.3
North West,Staphylococcus aureus,Ciprofloxacin,Urine,Public,2022,140,18.7
North West,Staphylococcus aureus,Ciprofloxacin,Urine,Public,2023,112,20.0
North West,Staphylococcus aureus,Ciprofloxacin,Urine,Public,2024,405,22.9
North West,Staphylococcus aureus,Ciprofloxacin,Wound,Public,2022,176,20.9
North West,Staphylococcus aureus,Ciprofloxacin,Wound,Public,2023,61,21.9
North West,Staphylococcus aureus,Ciprofloxacin,Wound,Public,2024,66,20.8
North West,Staphylococcus aureus,Meropenem,Blood,Public,2022,386,5.7
North West,Staphylococcus aureus,Meropenem,Blood,Public,2023,98,7.6
North West,Staphylococcus aureus,Meropenem,Blood,Public,2024,91,8.0
North West,Staphylococcus aureus,Meropenem,Respiratory,Public,2022,129,9.0
North West,Staphylococcus aureus,Meropenem,Respiratory,Public,2024,114,8.5
North West,Staphylococcus aureus,Meropenem,Urine,Public,2022,126,6.5
North West,Staphylococcus aureus,Meropenem,Urine,Public,2023,193,6.9
North West,Staphylococcus aureus,Meropenem,Urine,Public,2024,261,9.7
North West,Staphylococcus aureus,Meropenem,Wound,Public,2022,436,7.8
North West,Staphylococcus aureus,Meropenem,Wound,Public,2023,291,7.7
North West,Staphylococcus aureus,Meropenem,Wound,Public,2024,98,8.5
North West,Staphylococcus aureus,Piperacillin-tazobactam,Blood,Public,2022,248,14.6
North West,Staphylococcus aureus,Piperacillin-tazobactam,Blood,Public,2023,348,14.8
North West,Staphylococcus aureus,Piperacillin-tazobactam,Blood,Public,2024,438,17.5
North West,Staphylococcus aureus,Piperacillin-tazobactam,Respiratory,Public,2022,337,15.3
North West,Staphylococcus aureus,Piperacillin-tazobactam,Respiratory,Public,2023,415,17.2
North West,Staphylococcus aureus,Piperacillin-tazobactam,Respiratory,Public,2024,231,19.8
North West,Staphylococcus aureus,Piperacillin-tazobactam,Urine,Public,2022,297,16.1
North West,Staphylococcus aureus,Piperacillin-tazobactam,Urine,Public,2023,312,16.3
North West,Staphylococcus aureus,Piperacillin-tazobactam,Urine,Public,2024,160,19.2
North West,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2022,339,16.9
North West,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2023,185,18.0
North West,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2024,269,17.1
Northern Cape,E. coli,Amoxicillin-clavulanate,Blood,Public,2022,200,23.2
Northern Cape,E. coli,Amoxicillin-clavulanate,Blood,Public,2023,136,22.3
Northern Cape,E. coli,Amoxicillin-clavulanate,Blood,Public,2024,377,22.6
Northern Cape,E. coli,Amoxicillin-clavulanate,Respiratory,Public,2022,338,23.2
Northern Cape,E. coli,Amoxicillin-clavulanate,Respiratory,Public,2023,255,25.9
Northern Cape,E. coli,Amoxicillin-clavulanate,Respiratory,Public,2024,243,26.8
Northern Cape,E. coli,Amoxicillin-clavulanate,Urine,Public,2022,391,23.3
Northern Cape,E. coli,Amoxicillin-clavulanate,Urine,Public,2023,270,23.4
Northern Cape,E. coli,Amoxicillin-clavulanate,Urine,Public,2024,305,26.1
Northern Cape,E. coli,Amoxicillin-clavulanate,Wound,Public,2023,274,24.1
Northern Cape,E. coli,Amoxicillin-clavulanate,Wound,Public,2024,329,24.6
Northern Cape,E. coli,Ceftriaxone,Blood,Public,2022,193,18.5
Northern Cape,E. coli,Ceftriaxone,Blood,Public,2023,149,19.9
Northern Cape,E. coli,Ceftriaxone,Blood,Public,2024,267,18.6
Northern Cape,E. coli,Ceftriaxone,Respiratory,Public,2022,265,18.9
Northern Cape,E. coli,Ceftriaxone,Respiratory,Public,2023,382,20.6
Northern Cape,E. coli,Ceftriaxone,Respiratory,Public,2024,103,23.3
